Home_ID,City,Energy_Consumption_kWh,Occupancy,Temperature_C,Humidity_%,HVAC_Usage_kWh,Kitchen_Usage_kWh,Electronics_Usage_kWh,Log_Energy_Consumption
Home_3,Ahmedabad,0.7647710122113729,1,24.31,44.08,0.19841180307779335,-0.34394921975445997,0.53713776142913,1.6863989535702288
Home_1,Lucknow,1.8482490131939004,1,26.07,65.29,2.3428942383993383,0.8902238331019947,0.06604693400488004,1.8991179875485542
Home_7,Bangalore,0.35000208996024845,0,25.16,59.37,-1.1591046009330925,0.914907294159124,-1.1789788241877797,1.5912739418064292
Home_4,Hyderabad,1.1626105906971451,0,,72.13,-0.33279026805690115,-0.5907838303257509,1.4456700714616098,1.7698546338400052
Home_9,Pune,-1.960853334010299,0,28.76,62.57,-1.2771495056296913,1.3838930542445775,-0.6405893071314943,0.7793248768009975
Home_4,Pune,-0.9450927080891792,1,26.25,23.49,0.8476587789090861,0.5940223004164461,-1.1116801345557439,1.2178757094949273
Home_5,Delhi,-0.22559559806171905,1,30.37,34.62,0.1590635015122601,0.1003530792738642,-0.0012517556271557592,1.4422019930581866
Home_1,Ahmedabad,0.1299206210106726,1,22.11,70.14,-0.07702630788093723,-0.3192657586973307,-0.16949847970724488,1.536867219599265
Home_10,Delhi,0.40925479313898067,1,17.37,68.88,0.10004104916396173,0.07566961821673496,0.4025403821650583,1.6054298910365616
Home_10,Mumbai,1.1456812469317925,1,30.79,48.74,-2.5756434572922773,2.3465480354726127,0.53713776142913,1.766441661243765
Home_5,Bangalore,-0.7504052547876312,1,17.09,76.0,0.6902655726469547,0.42123807301654215,0.16699496845293338,1.2837077723447896
Home_4,Pune,1.484268122238833,1,34.21,71.51,-0.6475766805811642,0.5199719172450592,-1.8519657205081357,1.8325814637483102
Home_7,Bangalore,2.0514011383781243,0,26.64,56.53,-0.4311610219707336,0.5940223004164461,-0.4050438934193698,1.9344157696295783
Home_9,Mumbai,-1.4021849897536827,0,14.65,40.2,-0.19507121257753626,-1.0350861293540747,0.06604693400488004,1.0438040521731147
Home_8,Bangalore,-0.437212395128619,1,21.68,38.89,-0.11637460944646973,-0.4179996029258469,1.5466181059096629,1.3812818192963463
Home_3,Mumbai,1.924431060137984,1,25.98,62.64,-0.41148687118796695,0.050986157159605694,1.1428259681174497,1.9125010869241836
Home_10,Pune,-0.16634289488298712,1,14.3,39.45,-0.9426889423226614,0.6680726835878339,-0.9434334104756547,1.4586150226995167
Home_10,Ahmedabad,-0.3694950200672111,1,17.38,53.12,-1.7886774259816192,-0.7882515187827838,0.6717351406932,1.4011829736136414
Home_10,Kolkata,-0.12401953546960676,1,22.31,59.58,0.37547916012269156,-1.652172655782302,0.4361897269810758,1.4701758451005926
Home_7,Jaipur,1.3996214034120729,0,15.02,63.35,-0.5688800774500985,-0.640150752440009,-0.3040958589713165,1.8164520818184267
Home_4,Kolkata,-0.5557178014860832,1,27.61,61.88,-1.355846108760757,0.0016192350453479954,-0.9434334104756547,1.3454723665996355
Home_7,Delhi,-1.1990328645694588,1,28.13,68.84,-1.1591046009330925,1.186425365787545,-1.6837189964280466,1.1249295969854831
Home_10,Lucknow,-0.767334598552983,1,19.14,52.75,0.296782556991625,0.24845384561663894,2.017708933333914,1.2781522025001875
Home_3,Lucknow,0.553154215144473,1,25.22,36.88,1.4575574531748472,-0.023064226011781264,-1.3472255482678683,1.6389967146756448
Home_10,Chennai,0.10452660536264476,1,23.57,46.44,1.0050519851712183,-0.4179996029258469,-1.2126281690037972,1.5303947050936475
Home_9,Ahmedabad,-0.919698692441151,1,21.72,34.15,1.4378833023920805,0.17440346244525118,-1.7846670308761003,1.2267122912954254
Home_3,Lucknow,2.728574888992204,1,27.54,51.9,0.04101859681566182,0.026302696102477253,0.33524169253302166,2.0438143640366846
Home_9,Kolkata,-1.800024568239455,1,32.57,62.86,-0.529531775884566,0.12503654033099348,0.5034884166131116,0.8628899551470398
Home_3,Lucknow,0.2061026679547567,1,22.57,60.71,0.9460295328229194,-0.9116688240684292,-0.20314782452326277,1.556037135706985
Home_6,Hyderabad,0.9509937936302444,0,28.57,34.16,0.7492880249952545,0.050986157159605694,-0.7751866863955655,1.7263316639055997
Home_1,Hyderabad,1.4588741065908044,0,19.23,56.58,-0.72627328371223,-0.2698988365830726,0.09969627882089754,1.827769906751088
Home_6,Hyderabad,0.40079012125630475,1,20.43,65.85,0.0016702952501285405,-0.5414169082114928,-0.0012517556271557592,1.6034198401085376
Home_4,Lucknow,0.9002057623341881,1,19.02,61.87,-0.27376781570860126,0.4952884561879299,1.5802674507256813,1.715598108262491
Home_1,Pune,-0.31024231688847914,1,22.65,75.5,0.296782556991625,-0.39331614186871766,-0.2704465141552982,1.4182774069729414
Home_4,Jaipur,-0.08169617605622702,1,20.76,57.45,-0.7656215852777633,-1.8990072663535933,-0.7751866863955655,1.4816045409242156
Home_1,Kolkata,0.9763878092782728,0,26.42,87.41,-1.72965497363332,0.7421230667592208,-1.3472255482678683,1.7316555451583497
Home_9,Kolkata,0.19763799607208077,1,20.94,57.01,0.8083104773435537,0.8655403720448663,-0.539641272683441,1.5539252025038417
Home_7,Jaipur,-1.579943099289879,1,24.88,48.89,0.2574342554260925,-3.0838133970957906,0.06604693400488004,0.9669838461896731
Home_7,Pune,1.2133986219932007,0,18.2,60.23,-1.041059696236494,-1.0597695904112034,-1.1116801345557439,1.780024213009634
Home_7,Pune,-1.4275790054017108,1,15.89,68.33,0.3951533109054582,-0.4426830639829762,-0.9770827552916725,1.0331844833456545
Home_5,Chennai,0.10452660536264476,0,24.8,76.28,0.04101859681566182,0.026302696102477253,-0.3040958589713165,1.5303947050936475
Home_9,Mumbai,-1.1482448332734028,0,21.44,52.01,-0.155722911012003,-1.2819207399253656,-0.10219979007520907,1.144222799920162
Home_1,Lucknow,-0.16634289488298712,1,22.3,51.2,0.06069274759842846,-1.183186895696849,0.6717351406932,1.4586150226995167
Home_8,Delhi,-0.2679189574750988,1,21.97,56.9,-0.4901834743190327,1.5813607427016099,-0.4050438934193698,1.430311246536665
Home_3,Chennai,0.6462656058539085,1,27.31,46.99,-1.2181270532813921,-0.6895176745542672,1.5466181059096629,1.6601310267496185
Home_1,Bangalore,,1,24.69,57.87,-1.1787787517158588,2.12439688595845,0.23429365808496838,
Home_2,Bangalore,0.01987988653588466,1,20.02,45.57,-0.11637460944646973,1.260475748958932,0.4698390717970933,1.5085119938441398
Home_9,Chennai,-1.2328915521001629,1,26.63,68.81,-1.8870481798954515,1.3838930542445775,0.16699496845293338,1.1118575154181303
Home_8,Bangalore,-0.09016084793890296,0,28.87,42.28,-0.09670045866370308,-0.12179807024029747,1.748514174805771,1.4793292270870801
Home_9,Hyderabad,0.41771946502165663,0,25.38,49.61,1.2608159453471823,-0.29458229764020144,0.36889103734904,1.6074359097634274
Home_2,Chennai,-0.5557178014860832,0,17.09,49.09,0.06069274759842846,-1.9236907274107222,-0.741537341579548,1.3454723665996355
Home_7,Delhi,2.0175424508474205,1,31.3,29.46,-0.3918127204052003,-0.8623019019541711,1.075527278485414,1.9286186519452522
Home_9,Kolkata,0.08759726159729285,0,28.34,63.01,1.595276508654212,0.914907294159124,-0.3040958589713165,1.5260563034950492
Home_5,Pune,-0.5980411608994629,1,27.8,55.57,-0.6475766805811642,0.4706049951308006,0.5034884166131116,1.332366019094335
Home_7,Jaipur,-1.8592772714181869,0,26.89,56.72,-1.0804079978020265,0.9642742162733825,-0.7078879967635298,0.8329091229351039
Home_2,Kolkata,0.16377930854137637,1,24.92,67.27,0.43450161247099145,0.8902238331019947,-0.47234258305140525,1.5454325824581878
Home_4,Lucknow,0.4346488087870085,0,13.64,68.79,-0.11637460944646973,0.4459215340736714,1.1428259681174497,1.6114359150967734
Home_2,Kolkata,-1.8762066151835388,0,21.41,67.49,-0.3131161172741345,-0.936352285125558,0.7726831751412541,0.8241754429663495
Home_6,Chennai,0.5023661838484167,0,18.67,42.27,0.8083104773435537,-1.8990072663535933,2.6233971400222336,1.6272778305624314
Home_5,Jaipur,-1.156709505156079,1,21.75,54.68,0.04101859681566182,-1.183186895696849,-0.8424853760276013,1.1410330045520618
Home_2,Mumbai,0.9340644498648925,1,32.36,38.95,1.0837485883022842,-0.12179807024029747,0.4698390717970933,1.7227665977411035
Home_8,Mumbai,-0.640364520312843,1,25.71,71.46,-1.2378012040641584,0.0016192350453479954,-0.2704465141552982,1.3190856114264407
Home_1,Mumbai,-1.546084411759175,1,27.65,82.03,-0.11637460944646973,0.026302696102477253,-0.7751866863955655,0.9820784724121582
Home_8,Kolkata,0.7055183090326407,0,20.91,63.63,0.2771084062088591,-0.3686326808115888,0.4361897269810758,1.673351238177753
Home_3,Hyderabad,0.14684996477602447,1,28.66,75.15,1.339512548478248,0.3471876898451552,0.604436451061165,1.541159071680806
Home_5,Chennai,-0.34410100441918323,1,20.33,38.39,0.4148274616882248,-1.2325538178111075,-0.2704465141552982,1.4085449700547104
Home_9,Lucknow,0.26535537113348834,1,27.79,66.07,0.6312431202986563,-0.22053191446881448,0.7053844855092183,1.57069708411767
Home_10,Jaipur,1.475803450356157,1,18.34,62.21,-1.355846108760757,0.0016192350453479954,0.16699496845293338,1.8309801823813363
Home_9,Lucknow,-0.7080818953742508,1,23.38,97.29,0.3164567077743916,-0.4426830639829762,-0.741537341579548,1.297463147413275
Home_8,Lucknow,0.2568906992508124,1,31.95,76.58,0.6705914218641887,-0.07243114812603978,1.1428259681174497,1.5686159179138452
Home_2,Bangalore,0.0791325897146163,1,24.25,87.92,-1.1197562993675598,-0.19584845341168525,0.53713776142913,1.5238800240724537
Home_4,Kolkata,-0.41181837948059113,1,27.29,71.05,0.3164567077743916,-1.824956883182206,-0.5059919278674231,1.3887912413184778
Home_2,Kolkata,0.6716596215019369,1,24.97,74.43,-0.7656215852777633,-0.46736652504010545,-0.2704465141552982,1.665818245870208
Home_2,Ahmedabad,1.1372165750491166,0,28.32,30.09,0.296782556991625,0.7914899888734793,-0.741537341579548,1.7647307968401356
Home_3,Delhi,-0.767334598552983,0,16.27,80.06,-1.1197562993675598,-0.24521537552594375,0.30159234771700494,1.2781522025001875
Home_10,Hyderabad,-1.1143861457426987,1,30.29,45.77,1.3788608500437805,-0.7388845966685257,-0.2704465141552982,1.1568811967920856
Home_3,Bangalore,-1.0720627863293188,0,19.15,64.02,0.43450161247099145,0.0016192350453479954,0.7390338303252366,1.172482137234565
Home_10,Bangalore,-1.190568192686783,0,31.47,50.98,-1.1394304501503263,1.9516126585585472,-0.741537341579548,1.128171090909654
Home_3,Bangalore,1.6958849193057328,0,24.63,60.64,0.591894818733123,0.026302696102477253,0.6717351406932,1.8718021769015913
Home_5,Lucknow,1.0102464968089768,1,28.59,57.98,-1.8476998783299188,0.27313730667376823,1.0082285888533788,1.7387102481382397
Home_5,Lucknow,1.6281675442443246,0,22.19,33.28,-0.529531775884566,1.4579434374159643,0.8736312095893074,1.8594181177018698
Home_5,Chennai,1.7805316381324923,1,19.06,64.29,1.0837485883022842,-0.023064226011781264,0.5034884166131116,1.8870696490323797
Home_1,Delhi,0.5954775745578528,0,18.32,50.9,0.8673329296918528,-1.5534388115537858,-0.8088360312115834,1.6486586255873816
Home_2,Delhi,-0.8181226298490394,1,23.62,45.89,0.591894818733123,0.24845384561663894,0.8063325199572716,1.2612978709452054
Home_1,Delhi,-0.4880004264246753,0,22.82,61.03,-1.0804079978020265,-0.24521537552594375,-0.7751866863955655,1.366091653802371
Home_10,Delhi,1.1880046063451728,1,18.22,59.69,-0.7656215852777633,-0.24521537552594375,1.3110726921975389,1.7749523509116738
Home_6,Delhi,-0.6657585359608711,1,31.57,63.67,-0.6672508313639309,1.3345261321303197,0.604436451061165,1.3110318766193438
Home_2,Lucknow,-0.631899848430167,1,25.99,72.7,0.13938935072949424,-1.133819973582591,-1.9192644101401712,1.3217558399823195
Home_10,Pune,0.9171351060995406,0,22.18,39.26,0.6312431202986563,-1.133819973582591,0.4698390717970933,1.7191887763932197
Home_3,Mumbai,0.08759726159729285,0,22.28,77.2,-0.2540936649258354,0.8902238331019947,0.7053844855092183,1.5260563034950492
Home_2,Chennai,-0.7165465672569271,1,34.37,92.04,1.910062921178475,-2.5160937927818208,0.26794300290098666,1.2947271675944
Home_5,Hyderabad,-1.4191143335190348,1,32.22,37.89,-2.123137989288649,0.8655403720448663,0.36889103734904,1.0367368849500223
Home_6,Mumbai,1.374227387764045,1,25.04,90.08,,0.4706049951308006,-0.7078879967635298,1.8115620965242347
Home_5,Bangalore,0.15531463665870104,1,17.94,69.72,0.4541757632537573,-1.9977411105821097,0.26794300290098666,1.5432981099295553
Home_8,Kolkata,-1.300608927161571,1,19.64,47.5,0.8279846281263195,-0.14648153129742672,-0.4050438934193698,1.085189268335969
Home_10,Bangalore,0.7732356840940489,1,21.97,51.34,-1.8870481798954515,0.14972000138812191,0.09969627882089754,1.6882490928583902
Home_2,Ahmedabad,,1,28.92,49.12,-1.0017113946709606,1.0383245994447694,-2.693199340908581,
Home_8,Bangalore,-0.581111817134111,0,18.06,67.81,1.0444002867367508,1.3592095931874482,1.4456700714616098,1.3376291891386096
Home_7,Bangalore,-1.0297394269159392,0,25.33,,0.2574342554260925,-2.219892260096272,0.604436451061165,1.1878434223960523
Home_10,Ahmedabad,0.5700835589098243,0,27.51,57.77,1.339512548478248,0.0016192350453479954,-0.4050438934193698,1.6428726885203377
Home_1,Delhi,0.7817003559767242,1,23.13,57.28,0.8476587789090861,0.17440346244525118,-0.5059919278674231,1.6900958154515549
Home_6,Delhi,-1.326002942809599,1,25.56,59.21,-0.37213856962243447,-0.4426830639829762,1.3783713818295746,1.0750024230289759
Home_2,Ahmedabad,0.663194949619261,1,18.72,75.22,0.8279846281263195,1.1617419047304158,0.26794300290098666,1.6639260977181702
Home_9,Hyderabad,,0,23.01,80.71,0.37547916012269156,-1.355971123096753,0.30159234771700494,
Home_6,Mumbai,1.1710752625798204,1,26.31,44.43,-1.6706325212850206,1.1123749826161573,0.5707871062451466,1.7715567619105355
Home_7,Jaipur,0.5192955276137686,0,21.5,60.66,-1.2181270532813921,0.2237703845595097,-0.7751866863955655,1.631199404215613
Home_8,Chennai,-0.24252494182707127,1,21.37,81.4,0.2771084062088591,-0.5661003692686216,-1.0107321001076905,1.43746264769429
Home_9,Kolkata,-0.6742232078435471,0,22.92,51.42,0.04101859681566182,-0.4179996029258469,0.7726831751412541,1.308332819650179
Home_7,Kolkata,-1.0297394269159392,0,15.69,71.02,0.3164567077743916,-0.22053191446881448,0.06604693400488004,1.1878434223960523
Home_6,Ahmedabad,-0.2679189574750988,1,15.73,81.24,-0.72627328371223,-0.8869853630112999,0.26794300290098666,1.430311246536665
Home_5,Lucknow,-0.183272238648339,1,28.69,64.27,-1.8083515767643858,0.9395907552162532,0.36889103734904,1.4539530095937052
Home_4,Jaipur,0.8409530591554565,0,20.9,92.94,-0.5492059266673323,-0.6648342134971379,0.4025403821650583,1.7029282555214393
Home_6,Pune,0.10452660536264476,1,33.99,82.45,0.37547916012269156,0.4706049951308006,-0.337745203787334,1.5303947050936475
Home_7,Lucknow,,1,21.43,71.61,-0.9426889423226614,-2.096474954810626,-0.47234258305140525,
Home_9,Kolkata,-1.012810083150587,1,28.31,67.56,-0.6672508313639309,-1.2078703567539784,-1.1453294793717619,1.1939224684724346
Home_1,Ahmedabad,-0.6572938640781948,0,24.33,69.41,-0.3131161172741345,-0.46736652504010545,-1.4818229275319397,1.3137236682850553
Home_5,Kolkata,1.0441051843396811,1,16.62,61.05,0.9066812312573861,0.5693388393593168,-0.2367971693392807,1.7457155307266483
Home_8,Mumbai,0.30767873054686873,1,26.28,29.1,0.9066812312573861,0.3718711509022844,-2.289407203116367,1.5810384379124023
Home_3,Mumbai,1.3403687002333404,0,25.86,56.58,0.7099397234297212,0.6680726835878339,-0.337745203787334,1.8050046959780757
Home_9,Delhi,-0.5133944420727031,1,22.5,67.98,1.339512548478248,0.6927561446449624,-0.5732906174994589,1.358409157630355
Home_10,Pune,0.10452660536264476,1,22.71,42.91,,1.2357922879018026,1.2774233473815213,1.5303947050936475
Home_5,Delhi,0.045273902183912494,1,25.27,40.44,-0.21474536336030212,0.5940223004164461,-0.6069399623154764,1.5151272329628591
Home_5,Kolkata,-0.530323785838055,1,23.4,53.32,0.9460295328229194,-1.183186895696849,1.2101246577494855,1.3532545070416904
Home_6,Chennai,0.8070943716247526,1,26.03,53.66,0.591894818733123,-0.9116688240684292,0.06604693400488004,1.6956156086751528
Home_7,Kolkata,0.13838529289334853,1,34.43,43.65,0.5131982156020565,-1.9730576495249803,-0.13584913489122738,1.5390154481375546
Home_9,Ahmedabad,-0.09862551982157891,1,32.77,55.96,1.7723438656991102,-0.29458229764020144,0.4025403821650583,1.4770487243883548
Home_9,Chennai,0.08759726159729285,1,22.52,60.92,0.7099397234297212,0.4706049951308006,2.2869036918620553,1.5260563034950492
Home_1,Chennai,-0.15787822300031118,0,31.4,75.03,0.2574342554260925,0.8161734499306078,-0.8424853760276013,1.4609379041156565
Home_9,Mumbai,-0.9027693486757988,1,19.41,52.58,0.06069274759842846,0.026302696102477253,-0.0012517556271557592,1.2325602611778486
Home_7,Pune,-1.910065302714243,1,15.47,85.8,-1.5919359181539547,0.8902238331019947,0.4025403821650583,0.8064758658669485
Home_7,Jaipur,-0.284848301240451,0,22.7,38.85,1.3001642469127148,-1.4300215062681403,-1.3808748930838863,1.425515074273172
Home_8,Pune,-1.4360436772843868,1,25.5,53.73,1.9887595243095417,1.6307276648158684,-3.0633421338847775,1.0296194171811581
Home_9,Hyderabad,-0.3017776450058029,0,36.83,49.38,0.8279846281263195,0.12503654033099348,-0.10219979007520907,1.420695787837223
Home_2,Ahmedabad,0.6970536371499647,1,25.08,65.99,1.280490096129949,-0.3686326808115888,0.9409298992213432,1.6714733033535532
Home_1,Bangalore,1.0187111686916528,1,17.68,58.06,1.280490096129949,-0.8623019019541711,0.53713776142913,1.7404661748405046
Home_7,Bangalore,0.7055183090326407,1,15.13,50.13,0.021344446032895176,0.3965546119594129,-0.2367971693392807,1.673351238177753
Home_5,Jaipur,-0.5726471452514353,1,26.74,80.29,-0.72627328371223,-0.2698988365830726,-0.6405893071314943,1.3402504226184837
Home_3,Jaipur,-0.4541417388939712,0,28.46,21.0,0.19841180307779335,-0.24521537552594375,-2.693199340908581,1.3762440252663892
Home_10,Jaipur,-1.6815191618819911,0,36.13,68.36,0.06069274759842846,1.186425365787545,0.9745792440373615,0.9202827531436925
Home_3,Lucknow,-1.7407718650607227,1,16.47,60.53,1.5559282070886795,0.3225042287880259,0.30159234771700494,0.8919980393051105
Home_10,Mumbai,-0.13248420735228333,1,28.13,67.22,0.8279846281263195,-0.22053191446881448,0.7390338303252366,1.4678743481123135
Home_7,Mumbai,-0.34410100441918323,0,23.55,52.32,-0.4311610219707336,0.42123807301654215,-1.1453294793717619,1.4085449700547104
Home_2,Mumbai,-0.00551412911214288,0,20.63,57.5,-0.7065991329294637,0.1003530792738642,1.5129687610936462,1.501852701754163
Home_9,Pune,-0.5049297701900272,0,29.4,60.23,2.4019166907476373,-0.8623019019541711,0.8063325199572716,1.3609765531356006
Home_1,Bangalore,0.19763799607208077,1,22.17,66.57,-0.8836664899743619,0.3225042287880259,0.30159234771700494,1.5539252025038417
Home_1,Jaipur,0.7647710122113729,0,9.906250000000004,34.41,-1.3361719579779907,-1.824956883182206,-1.7173683412440646,1.6863989535702288
Home_5,Delhi,0.9171351060995406,1,26.6,89.85,-1.0607338470192607,-0.936352285125558,0.6717351406932,1.7191887763932197
Home_8,Hyderabad,-1.1228508176253749,0,20.8,47.29,1.0247261359539843,-0.5661003692686216,1.1091766233014315,1.1537315878891892
Home_1,Lucknow,-1.6476604743512866,1,25.57,40.6,0.5722206679503563,0.2237703845595097,0.20064431326895088,0.9360933591703348
Home_9,Kolkata,-0.8350519736143912,1,30.89,56.01,0.021344446032895176,0.24845384561663894,2.118656967781966,1.2556160374777743
Home_3,Mumbai,-0.4964650983073509,1,35.02,74.23,0.9853778343884518,-0.8376184408970418,-0.4050438934193698,1.3635373739972745
Home_10,Jaipur,-0.5049297701900272,1,19.28,72.43,1.3001642469127148,-0.023064226011781264,-0.6742386519475122,1.3609765531356006
Home_1,Ahmedabad,-0.4541417388939712,1,24.71,60.2,0.37547916012269156,0.07566961821673496,0.6380857958771825,1.3762440252663892
Home_3,Bangalore,0.8494177310381325,1,,40.95,-0.41148687118796695,0.5199719172450592,1.782163519621788,1.7047480922384253
Home_10,Pune,0.2907493867815162,1,20.34,75.87,0.2574342554260925,-1.7755899610679478,-0.16949847970724488,1.5769147207285403
Home_1,Pune,0.8832764185688368,1,25.56,39.36,0.3951533109054582,-0.6895176745542672,-0.8424853760276013,1.7119945007591924
Home_4,Bangalore,-0.5895764890167873,1,23.42,66.99,-0.05735215709817059,0.6680726835878339,0.8399818647732898,1.33500106673234
Home_1,Pune,,1,27.45,60.58,-1.2771495056296913,-0.5907838303257509,-0.3713945486033515,
Home_5,Kolkata,-2.595703725210999,1,28.6,40.53,-0.6475766805811642,0.8408569109877371,-0.8424853760276013,0.3576744442718159
Home_1,Pune,1.8736430288419283,0,13.03,49.74,-0.5098576251017993,-0.2698988365830726,-1.0107321001076905,1.9035989509835904
Home_4,Pune,1.8990370444899567,1,14.36,34.62,-1.3951944103262903,0.5199719172450592,-0.47234258305140525,1.9080599249242156
Home_10,Lucknow,0.01141521465320871,1,23.27,103.37,2.4412649923131697,1.3592095931874482,-1.1789788241877797,1.506297153514587
Home_1,Kolkata,1.5350561535348886,1,36.67,62.5,1.1624451914333498,1.6554111258729978,1.0082285888533788,1.8421356765531218
Home_7,Kolkata,-1.8592772714181869,1,,34.7,-0.0180038555326381,0.914907294159124,-0.6405893071314943,0.8329091229351039
Home_9,Chennai,0.0960619334799688,1,25.14,30.43,-3.0674972268614393,-1.602805733668044,-0.06855044525919157,1.528227857008557
Home_8,Mumbai,-1.4360436772843868,1,14.96,58.84,-0.529531775884566,1.0136411383876411,-0.8761347208436189,1.0296194171811581
Home_8,Bangalore,0.8240237153901045,1,24.15,71.28,-0.0180038555326381,-0.5167334471543635,-0.10219979007520907,1.6992786164338898
Home_6,Mumbai,-1.156709505156079,0,20.7,46.94,-0.19507121257753626,-1.0597695904112034,-0.13584913489122738,1.1410330045520618
Home_2,Jaipur,1.086428543753061,0,27.41,66.49,-1.1197562993675598,-0.19584845341168525,-0.5059919278674231,1.7544036826842861
Home_6,Kolkata,1.0694991999877084,1,23.03,59.1,-1.5919359181539547,0.7914899888734793,-0.9770827552916725,1.7509374747078
Home_5,Delhi,-0.6657585359608711,1,28.96,85.98,0.1197151999467276,0.1003530792738642,1.176475312933468,1.3110318766193438
Home_1,Pune,-0.8943046767931232,1,20.23,65.26,0.43450161247099145,-1.9977411105821097,0.20064431326895088,1.235471471385307
Home_8,Pune,1.8397843413112245,0,19.1,39.48,-1.2181270532813921,0.29782076773089666,-0.6405893071314943,1.8976198599275322
Home_4,Bangalore,-0.10709019170425486,1,23.61,43.24,-1.6509583705022544,0.9642742162733825,0.09969627882089754,1.4747630091074988
Home_1,Ahmedabad,-0.183272238648339,0,21.72,27.54,0.6902655726469547,2.0997134249013207,0.36889103734904,1.4539530095937052
Home_1,Pune,-0.20866625429636715,1,18.85,53.32,1.2608159453471823,-0.2698988365830726,-2.524952616828492,1.4469189829363254
Home_2,Kolkata,-2.76076482692318,1,32.31,49.32,0.3164567077743916,0.17440346244525118,0.23429365808496838,0.21107097007994113
Home_7,Hyderabad,1.1964692782278488,0,32.16,72.11,1.6346248102197454,0.7668065278163501,-0.03490110044317366,1.776645831418007
Home_9,Lucknow,0.5023661838484167,0,19.41,62.51,1.3788608500437805,-0.8623019019541711,0.13334562363691507,1.6272778305624314
Home_4,Chennai,-0.4456770670112949,1,26.29,49.39,-0.47050932353626607,0.7174396057020915,-0.47234258305140525,1.3787660946990992
Home_5,Ahmedabad,-0.335636332536507,0,21.02,75.2,2.7757255556201996,1.0630080605018988,-0.20314782452326277,1.410986973710262
Home_4,Ahmedabad,0.4431134806696845,0,22.6,66.78,-0.17539706179476963,0.27313730667376823,-0.9770827552916725,1.6134299337036377
Home_1,Delhi,-0.3779596919498873,0,24.34,24.93,1.2017934929988832,-0.29458229764020144,0.8399818647732898,1.3987168811184478
Home_4,Hyderabad,-0.877375333027771,0,24.06,43.17,-0.3918127204052003,0.6187057614735754,-0.5732906174994589,1.2412685890696329
Home_8,Chennai,0.5954775745578528,1,23.12,69.78,-0.33279026805690115,1.0383245994447694,-0.20314782452326277,1.6486586255873816
Home_6,Kolkata,0.6885889652672882,1,17.5,67.33,1.1821193422161165,-0.12179807024029747,-1.4818229275319397,1.6695918352538475
Home_6,Jaipur,-0.5641824733687592,1,,56.15,-0.0180038555326381,-0.2698988365830726,-0.13584913489122738,1.3428648031925547
Home_8,Mumbai,0.7986296997420768,1,21.55,44.63,0.21808595386055998,-0.6895176745542672,0.8063325199572716,1.6937790608678513
Home_9,Pune,-0.7334759110222793,1,10.5,66.28,-1.1787787517158588,-0.3686326808115888,0.53713776142913,1.2892326482767593
Home_2,Bangalore,-1.266750239630867,0,25.47,45.83,2.716703103271901,0.7421230667592208,0.7390338303252366,1.0986122886681098
Home_10,Lucknow,-0.2679189574750988,1,24.17,70.53,0.8870070804746194,0.5199719172450592,1.1091766233014315,1.430311246536665
Home_2,Pune,-0.3610303481845351,0,16.92,38.06,-1.2378012040641584,-0.7388845966685257,0.8736312095893074,1.4036429994545037
Home_5,Ahmedabad,-0.20866625429636715,1,15.27,48.8,-0.7852957360605299,-1.6274891947251733,-0.4050438934193698,1.4469189829363254
Home_7,Ahmedabad,0.5277601994964446,1,29.14,50.75,-1.3361719579779907,-0.2698988365830726,0.6717351406932,1.6331544390514163
Home_4,Kolkata,0.8409530591554565,1,23.91,58.84,-0.2934419664913679,-0.6895176745542672,-0.9770827552916725,1.7029282555214393
Home_2,Jaipur,-0.284848301240451,0,26.73,62.27,1.6936472625680443,-1.8743238052964641,0.53713776142913,1.425515074273172
Home_3,Hyderabad,0.6208715902058812,1,17.78,29.1,0.10004104916396173,0.8902238331019947,-0.3713945486033515,1.6544112780768316
Home_6,Delhi,-0.09862551982157891,0,29.69,56.52,-0.9230147915398949,-0.4179996029258469,-0.9770827552916725,1.4770487243883548
Home_1,Ahmedabad,-1.6476604743512866,1,9.906250000000004,79.08,1.8903887703957092,0.29782076773089666,1.2774233473815213,0.9360933591703348
Home_4,Bangalore,-0.2171309261790428,1,19.61,48.1,-1.1984529024986255,0.6187057614735754,0.4361897269810758,1.4445632692438664
Home_1,Chennai,-0.3610303481845351,1,19.64,49.22,-0.13604876022923637,-1.3312876620396237,1.5802674507256813,1.4036429994545037
Home_3,Delhi,0.553154215144473,1,27.57,53.92,-1.5525876165884218,0.24845384561663894,-0.337745203787334,1.6389967146756448
Home_1,Kolkata,-0.00551412911214288,1,16.13,56.53,0.6312431202986563,-0.8129349798399126,0.5034884166131116,1.501852701754163
Home_9,Hyderabad,0.8663470748034843,1,34.6,91.44,,0.4706049951308006,1.243774002565503,1.7083778602890038
Home_3,Kolkata,1.0610345281050324,1,19.66,96.95,0.9853778343884518,-1.5040718894395277,0.6717351406932,1.749199854809259
Home_5,Chennai,-1.8338832557701588,1,21.19,55.98,0.21808595386055998,0.6680726835878339,0.06604693400488004,0.8458682675776092
Home_7,Mumbai,0.4854368400830648,1,20.19,59.51,-1.1197562993675598,0.3471876898451552,0.13334562363691507,1.623340817603092
Home_4,Kolkata,0.9594584655129204,0,31.83,70.03,-0.6475766805811642,1.2111088268446735,-0.6742386519475122,1.728109442151599
Home_6,Kolkata,1.0694991999877084,1,30.4,66.77,-0.7656215852777633,0.17440346244525118,-0.06855044525919157,1.7509374747078
